OBJECTID_1,SABL_PWSID,BOUNDARY_TYPE,WATER_SYSTEM_NUMBER,WATER_SYSTEM_NAME,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,OBJECTID,ACTIVITY_STATUS_CD,ACTIVITY_DATE,OWNER_TYPE_CODE,COUNTY,POPULATION,REGULATING_AGENCY,FEDERAL_CLASSIFICATION,STATE_CLASSIFICATION,ADDR_LINE_ONE_TXT,ADDR_LINE_TWO_TXT,ADDRESS_CITY_NAME,ADDRESS_STATE_CODE,ADDRESS_ZIP_CODE,SERVICE_CONNECTIONS,GLOBALID,AC_PHONE_NUMBER,AC_EMAIL,BOUNDARY_FILETYPE,DT_VERIFIED,VERIFIED_STATUS,VERIFIED_NAME,VERIFIED_TYPE,Shape__Area,Shape__Length
1319994,CA5400994,Water Service Area,CA5400994,HOPE ELEMENTARY SCHOOL,EPA\GISService,2021/02/02 01:58:01+00,EPA\GISService,2021/02/02 01:58:01+00,5769,A ,2014/04/28 07:00:00+00,L ,TULARE,255,DISTRICT 24 - TULARE,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,613 W. TEAPOT DOME AVE., ,PORTERVILLE,CA  ,93257,7,{47282160-199B-441E-86E1-1780023B774B},559-784-1064                  ,mmatta@hope-esd.org,KMZ,2021/02/01 08:00:00+00,Verified,K. Willet,District / LPA staff member,21489.5664445,598.238747310023
1319995,CA5403089,Water Service Area,CA5403089,GRUMPY BEARS RETREAT,EPA\GISService,2021/02/02 02:04:55+00,EPA\GISService,2021/02/02 02:04:55+00,5770,A ,2014/04/28 07:00:00+00,P ,TULARE,30,DISTRICT 24 - TULARE,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,98887 KENNEDY MEADOWS ROAD, ,INYOKERN,CA  ,93527,1,{DEABC22C-EB5D-4CBB-8196-EB9CBD486653},559-850-2327                  ,scottautomotive1@gmail.com,KMZ,2021/02/01 08:00:00+00,Verified,K. Willet,District / LPA staff member,1618.80554798,163.967676849648
1319997,CA5400548,Water Service Area,CA5400548,KINGS INN MOTEL,EPA\GISService,2021/02/02 02:09:09+00,EPA\GISService,2021/02/02 02:09:09+00,5772,A ,2014/04/28 07:00:00+00,P ,TULARE,129,DISTRICT 24 - TULARE,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,38406 CA-99, ,KINGSBURG,CA  ,93631,3,{794D4EB2-FC6E-4DA1-BEC2-9A0AC1EECF89},559-897-4176                  ,nickbpatel1@gmail.com,KMZ,2021/02/01 08:00:00+00,Verified,K. Willet,District / LPA staff member,9909.58868081,433.869995228937
1319998,CA5400875,Water Service Area,CA5400875,VILLAGE APARTMENTS,EPA\GISService,2021/02/13 00:01:42+00,EPA\GISService,2021/02/13 00:01:42+00,7047,A ,2018/10/11 07:00:00+00,P ,TULARE,33,DISTRICT 24 - TULARE,COMMUNITY,COMMUNITY,40863 Sierra Dr., ,THREE RIVERS,CA  ,93271,2,{E18FE7A7-F3F2-490F-BD03-A066686FBBA0},559-561-2200                  ,Gregory@SequoiaPacificRealty.com,KMZ,2021/02/12 08:00:00+00,Verified,T. Young,District / LPA staff member,12847.045802645,462.355171206321
1319999,CA5403046,Water Service Area,CA5403046,JIREH PACKING COMPANY-ORANGE COVE,EPA\GISService,2021/02/13 00:04:56+00,EPA\GISService,2021/02/13 00:04:56+00,7048,A ,2014/04/28 07:00:00+00,P ,TULARE,120,DISTRICT 24 - TULARE,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,12143 AVENUE 456, ,ORANGE COVE,CA  ,93646,7,{6060E7A0-5D0B-4F3A-A734-692DF08B1964},559-524-1452                  ,matt@jirehcompanies.com,KMZ,2021/02/12 08:00:00+00,Verified,T. Young,District / LPA staff member,53783.745308275,1044.24552370942
1320000,CA5400526,Water Service Area,CA5400526,"WESPAK, INC.",EPA\GISService,2021/02/13 07:46:41+00,EPA\GISService,2021/02/13 07:46:41+00,7049,A ,2014/04/28 07:00:00+00,P ,TULARE,53,DISTRICT 24 - TULARE,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,4572 AVE 400, ,DINUBA,CA  ,93618,6,{7D0B1B29-7D38-40DB-B107-CF564F1D917A},559-897-7700                  ,mattf@wespak.com,KMZ,2021/02/12 08:00:00+00,Verified,T. Young,District / LPA staff member,102560.58880263,1327.39930509524
1320001,CA2300609,Water Service Area,CA2300609,SEAFAIR ROAD AND WATER COMPANY,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4564,A ,1979/03/22 07:00:00+00,P ,MENDOCINO,50,DISTRICT 03 - MENDOCINO,COMMUNITY,COMMUNITY,45130 MAR VISTA DRIVE, ,MENDOCINO,CA  ,95460,31,{AE256A36-2F95-42DC-8410-F6A0263D9A97},707-937-0600                  ,rhoadesrobert0@gmail.com,WBT Tool,,Not Verified,,,274117.284388615,2620.8829516455
1320002,CA4900916,Water Service Area,CA4900916,MILL CREEK VINEYARDS,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3670,A ,1983/01/27 08:00:00+00,P ,SONOMA,25,DISTRICT 25 - MARIN,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,1401 Westside Road, ,HEALDSBURG,CA  ,95448,7,{747E77D1-EA8E-45F1-99BB-4B20FC9C305F},707-431-2121                  ,yvonne@millcreekwinery.com,WBT Tool,2019/09/02 07:00:00+00,Verified,J. Oakley,District / LPA staff member,197260.86287779,2070.00928497233
1320003,CA2702520,Water Service Area,CA2702520,ARROYO SECO ESTATES MWS,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3695,A ,2016/08/01 07:00:00+00,P ,MONTEREY,70,LPA57 - MONTEREY COUNTY,COMMUNITY,COMMUNITY, , ,SOLEDAD,CA  ,93960,27,{FA613F71-5F9D-4635-AA17-9238B8A9503C},530-304-7065                  ,RRIANDA@AOL.COM,WBT Tool,,Not Verified,,,553849.90218357,4123.59594448396
1320004,CA5500360,Water Service Area,CA5500360,SIERRA PACIFIC INDUSTRIES,SBUCKNAM,2020/10/20 03:20:27+00,epa\gisservice,2024/04/12 02:12:24+00,4621,A ,2013/08/20 07:00:00+00,P ,TUOLUMNE,133,DISTRICT 28 - YOSEMITE,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,14333 PERRI CONE ROAD, ,CHINESE CAMP,CA  ,95309,2,{B30F6E12-499A-41EE-B4CE-2F000DADFE30},209-536-2208                  ,bcannon@spi-ind.com,WBT Tool,2024/04/11 14:00:00+00,Verified,JSaenz-Dominguez,District / LPA staff member,488114.754963555,2934.5730822729
1320005,CA5305504,Water Service Area,CA5305504,FISH TAIL INN,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4638,A ,1995/07/19 07:00:00+00,P ,TRINITY,274,DISTRICT 01 - KLAMATH,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,C/O STRAWHOUSE 457 HWY 299,"408 HWY 299W, BIG FLAT",JUNCTION CITY,CA  ,96048,9,{FFC186F2-1DAC-479C-92E0-85FF9746A0FA},530-623-1990                  ,INFO@STRAWHOUSERESORTS.COM,WBT Tool,,Not Verified,,,16208.876483955,524.147261027095
1320006,CA0300032,Water Service Area,CA0300032,SILVER LAKE CAMPGROUND,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3749,A ,2016/07/27 07:00:00+00,F ,AMADOR,500,DISTRICT 10 - STOCKTON,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY, , ,PIONEER,CA  ,95666,23,{461D3C26-5254-4D3B-A5F6-F7A61B98BF21},831-801-2586                  ,adam@royalelkparkmanagement.com,WBT Tool,,Not Verified,,,224738.024944355,1851.9239133989
1320007,CA4900795,Water Service Area,CA4900795,STONEGATE MOBILE HOME PARK,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4663,A ,1979/03/22 07:00:00+00,P ,SONOMA,196,DISTRICT 18 - SONOMA,COMMUNITY,COMMUNITY,5250 Whispering Creek Drive, ,SANTA ROSA,CA  ,95403,70,{6CECEFBC-DA0F-4C3C-82EC-C977C547656D},916-772-4918                  ,larry@waterhousemgmt.com,WBT Tool,2019/09/02 07:00:00+00,Verified,J. Oakley,District / LPA staff member,48180.89881843,1101.17207624377
1320008,CA3100061,Water Service Area,CA3100061,MARIAH APARTMENTS,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4682,A ,2016/07/26 07:00:00+00,P ,PLACER,52,LPA61 - PLACER COUNTY,COMMUNITY,COMMUNITY,4000 STARLITE LN., ,LOOMIS,CA  ,95650,28,{343D1197-DCDA-4672-828F-F9F9D80EA87D},916-425-3079                  ,ryan@usturfsandiego.com,WBT Tool,,Not Verified,,,5742.170895795,385.214993121344
1320009,CA0600016,Water Service Area,CA0600016,WILBUR HOT SPRINGS,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3769,A ,1979/03/22 07:00:00+00,P ,COLUSA,99,DISTRICT 21 - VALLEY,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,3375 Wilbur Springs Road, ,WILLIAMS,CA  ,95987,13,{3B4D2E91-D63D-4B69-8DEE-A37C8644240D},530-777-2306                  ,jessykate@wilburhotsprings.com,WBT Tool,,Not Verified,,,192011.62038852,2128.15006087462
1320010,CA2702584,Water Service Area,CA2702584,HITCHCOCK RD WS #02,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3475,A ,2016/08/01 07:00:00+00,L ,MONTEREY,100,LPA57 - MONTEREY COUNTY,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,144 Hitchcock Rd, ,SALINAS,CA  ,93908,4,{B798C778-2486-4B2B-9BA4-F29AF23C88C0},831-758-7103                  ,garyg@ci.salinas.ca.us,WBT Tool,,Not Verified,,,251485.374766225,3908.44697356524
1320011,CA0300070,Water Service Area,CA0300070,E. SILVER LAKE HOMEOWNERS,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3812,A ,2016/07/27 07:00:00+00,P ,AMADOR,54,DISTRICT 10 - STOCKTON,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY, , ,SILVER LAKE,CA  ,95666,54,{AC4960A2-6D79-4690-B6B1-01CA0CDD2572},775-781-5431                  ,bruce.sanguinetti@gmail.com,WBT Tool,,Not Verified,,,85622.526105725,1205.06565984452
1320012,CA2810009,Water Service Area,CA2810009,BERRYESSA PINES WATER SYSTEM,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3847,A ,2015/09/04 07:00:00+00,L ,NAPA,261,LPA58 - NAPA COUNTY,COMMUNITY,COMMUNITY,140 BERRYESSA DRIVE, ,NAPA,CA  ,94558,78,{CD70661D-FD52-45B3-92B1-F182DE535125},707-966-1607                  ,WPLUNKETT@SBCGLOBAL.NET,WBT Tool,,Not Verified,,,254949.92563925,2178.88493849391
1320013,CA2701364,Water Service Area,CA2701364,PEDRAZZI MWC,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3388,A ,2016/08/01 07:00:00+00,P ,MONTEREY,273,LPA57 - MONTEREY COUNTY,COMMUNITY,COMMUNITY, , ,SALINAS,CA  ,93908,96,{483EF2DC-63A8-419F-B865-7BDFEFFE7565},831-809-0748                  ,vlurz@aol.com,WBT Tool,,Not Verified,,,297566.23430374,2279.36615376979
1320014,CA1700518,Water Service Area,CA1700518,LOCH LOMOND MUTUAL WATER CO,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3877,A ,1979/03/22 07:00:00+00,P ,LAKE,693,DISTRICT 03 - MENDOCINO,COMMUNITY,COMMUNITY,16320 HIGH RD., ,COBB,CA  ,95426,238,{195365F2-7FE4-442E-AE73-95E57156BA2D},707-928-5262                  ,ben@cobbareawater.com,WBT Tool,,Not Verified,,,971645.82823887,5992.044327193
1320015,CA2910023,Water Service Area,CA2910023,NEVADA ID - LAKE WILDWOOD,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,2977,A ,1976/01/01 08:00:00+00,L ,NEVADA,9108,DISTRICT 09 - SACRAMENTO,COMMUNITY,COMMUNITY,14149 BIETLER ROAD,LAKE WILDWOOD HOUSING DEVELOPMENT,PENN VALLEY,CA  ,95946,3229,{91E38860-92CC-4255-9BB8-783773CC91F9},530-273-6185                  ,chittocks@nidwater.com,WBT Tool,2019/08/06 14:00:00+00,Verified,A. Close,Water System representative,18764381.3702486,29052.2710845035
1320016,CA4000203,Water Service Area,CA4000203,IRISH HILLS MUTUAL WATER CO,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3026,A ,2016/08/08 07:00:00+00,P ,SAN LUIS OBISPO,135,LPA70 - SAN LUIS OBISPO COUNTY,COMMUNITY,COMMUNITY,215 VIA LAGUNA VISTA, ,SAN LUIS OBISPO,CA  ,93405,58,{105DE309-2865-41E6-A23D-A87A51736831},805-801-4065                  ,Compliance@nviro.com,WBT Tool,,Not Verified,,,1394831.11866886,5426.25877194362
1320017,CA4901468,Water Service Area,CA4901468,BRICOLEUR VINEYARDS,EPA\GISService,2021/04/17 02:17:46+00,EPA\GISService,2021/04/17 02:17:46+00,8644,A ,2021/03/10 08:00:00+00,P ,SONOMA,57,DISTRICT 25 - MARIN,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,7390 Starr Road, ,WINDSOR,CA  ,95492,3,{C09B2335-7741-4669-BD8F-BB2146C3CE40},415-205-8859                  ,markhanson640@comcast.net,KMZ,2021/04/16 07:00:00+00,Pending,T. Shatto,State Board staff member,458163.79983153,4946.16274314317
1320018,CA5400881,Water Service Area,CA5400881,SUNRISE MUTUAL WATER CO.,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3887,A ,2014/04/28 07:00:00+00,P ,TULARE,109,DISTRICT 24 - TULARE,COMMUNITY,COMMUNITY,BERMUDA AVE. & RD 122, ,VISALIA,CA  ,93291,39,{EB5BC8C6-E4E9-4F49-8BC3-F9989A3889D0},559-805-5206                  ,linkwell39@gmail.com,WBT Tool,,Not Verified,,,118835.52605256,1451.43518391048
1320019,CA4300567,Water Service Area,CA4300567,BURCHELL ROAD WATER ASSOCIATION,EPA\GISService,2021/06/21 23:39:08+00,EPA\GISService,2021/06/21 23:39:08+00,9635,A ,1980/06/27 07:00:00+00,P ,SANTA CLARA,132,DISTRICT 17 - SANTA CLARA,COMMUNITY,COMMUNITY,9245 BURCHELL ROAD, ,GILROY,CA  ,95020,27,{468BADF2-4B78-477E-86BB-AF24C71DE196},408-500-2285                  ,rtb5648@aol.com,KMZ,2021/06/21 07:00:00+00,Verified,LJeske,State Board staff member,222876.030944365,2199.51938982755
1320020,CA4301011,Water Service Area,CA4301011,NESTLDOWN RANCH,EPA\GISService,2021/06/22 05:12:19+00,EPA\GISService,2021/06/22 05:12:19+00,9636,A ,2016/06/01 07:00:00+00,P ,SANTA CLARA,250,DISTRICT 17 - SANTA CLARA,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,22420 OLD SANTA CRUZ HIGHWAY, ,LOS GATOS,CA  ,95033,4,{9D86446F-058C-4E5D-81E8-E45501921CF0},408-690-3123                  ,mark@nestldown.com,KMZ,2021/06/21 07:00:00+00,Verified,LJeske,State Board staff member,240644.18636006,2119.39598473577
1320021,CA5510005,Water Service Area,CA5510005,TWAIN HARTE COMMUNITY SERVICES DISTRICT,EPA\GISService,2021/06/22 06:25:58+00,epa\gisservice,2021/10/27 07:05:19+00,9637,A ,1976/01/01 08:00:00+00,L ,TUOLUMNE,2378,DISTRICT 28 - YOSEMITE,COMMUNITY,COMMUNITY,22933 Twain Harte Drive, ,TWAIN HARTE,CA  ,95383,1588,{A97E81CF-64EE-4C9C-B4AE-F3FB2D350C92},209-586-2172                  ,ttrott@twainhartecsd.com,Shapefile,2020/04/02 14:00:00+00,Verified,T. Trott,Water System representative,6595457.82998347,16997.1468784236
1320022,CA2410009,Jurisdictional,CA2410009,CITY OF MERCED,EPA\GISService,2021/06/22 22:40:45+00,EPA\GISService,2021/06/22 22:40:45+00,9622,A ,1976/01/01 08:00:00+00,L ,MERCED,92058,DISTRICT 11 - MERCED,COMMUNITY,COMMUNITY,1776 GROGAN AVENUE, ,MERCED,CA  ,95341,24363,{9AC7AF42-00F2-4E69-AA5D-168F1BE4A1DB},209-385-6800                  ,elwink@cityofmerced.org,Shapefile,2021/04/22 07:00:00+00,Verified,MMACHADO,Water System representative,99969764.2870564,105165.670007755
1320023,CA5500096,Water Service Area,CA5500096,SIERRA TWAIN HARTE MHP,EPA\GISService,2021/07/08 05:49:31+00,epa\gisservice,2021/10/27 07:03:57+00,9943,A ,1979/03/22 07:00:00+00,P ,TUOLUMNE,129,DISTRICT 28 - YOSEMITE,COMMUNITY,COMMUNITY,16145 BIG HILL RD, ,SONORA,CA  ,95370,46,{9E11A9A0-4F53-473D-9AAF-29FD3EF2ED8B},209-630-8876                  ,Properties@moyleexcavation.com,Shapefile,2020/04/02 14:00:00+00,Verified,L. Moyle,Water System representative,69906.014114285,1104.16692290007
1320024,CA5510009,Jurisdictional,CA5510009,GROVELAND COMMUNITY SERV DIST,EPA\GISService,2021/06/22 23:27:42+00,epa\gisservice,2021/10/27 06:56:00+00,9624,A ,1976/01/01 08:00:00+00,P ,TUOLUMNE,3400,DISTRICT 28 - YOSEMITE,COMMUNITY,COMMUNITY,18966 FERRETTI RD., ,GROVELAND,CA  ,95321,3298,{3C7A793B-F05C-479E-9FDD-AE01D686359A},209-962-7161                  ,pkampa@gcsd.org,Shapefile,2020/04/02 14:00:00+00,Verified,P. Kampa,Water System representative,60996055.7379702,59493.713657713
1320025,CA5010018,Jurisdictional,CA5010018,"RIVERBANK, CITY OF",EPA\GISService,2021/09/23 02:42:11+00,EPA\GISService,2021/09/23 02:42:11+00,12520,A ,1976/01/01 08:00:00+00,L ,STANISLAUS,24834,DISTRICT 10 - STOCKTON,COMMUNITY,COMMUNITY,6707 THIRD STREET, ,RIVERBANK,CA  ,95367,7191,{856C729E-E00B-4488-A542-9E49EF429E95},209-869-7128                  ,cbridgewater@riverbank.org,Shapefile,2020/07/17 07:00:00+00,Verified,K. Chang,Water System representative,17915519.1179113,59868.7213994029
1320026,CA4300814,Water Service Area,CA4300814,SCC ANIMAL SHELTER/AIRPORT,EPA\GISService,2021/07/27 02:20:50+00,EPA\GISService,2021/07/27 02:20:50+00,10586,A ,1983/01/27 08:00:00+00,L ,SANTA CLARA,25,DISTRICT 17 - SANTA CLARA,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,12370 MURPHY AVENUE, ,SAN MARTIN,CA  ,95046,4,{E3C859B8-EC0C-4DED-ACA9-6038D23E5E17},408-918-7711                  ,scott.riddle@rda.sccgov.org,KMZ,2021/07/26 07:00:00+00,Pending,LJeske,State Board staff member,1089796.4474816,6061.33665252083
1320027,CA4300779,Water Service Area,CA4300779,LAKESIDE SD-LAKESIDE SCHOOL,EPA\GISService,2021/07/27 04:43:41+00,EPA\GISService,2021/07/27 04:43:41+00,10587,A ,1981/11/30 08:00:00+00,L ,SANTA CLARA,127,DISTRICT 17 - SANTA CLARA,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,19621 BLACK ROAD,19621 BLACK ROAD,LOS GATOS,CA  ,95033,4,{C5EDA2AD-0C82-44E6-8A80-07B1C343E1D9},408-354-2372                  ,sjoyce@lakesidelosgatos.org,KMZ,2021/07/26 07:00:00+00,Pending,LJeske,State Board staff member,42719.262725785,1145.69612062186
1320028,CA4300764,Water Service Area,CA4300764,WALDEN WEST,EPA\GISService,2021/07/27 06:02:51+00,EPA\GISService,2021/07/27 06:02:51+00,10588,A ,1981/11/30 08:00:00+00,L ,SANTA CLARA,273,DISTRICT 17 - SANTA CLARA,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,16055 SANBORN ROAD, ,SARATOGA,CA  ,95070,5,{6ECD2EC3-7A2E-445F-9BCA-C11D7CE86255},408-453-4310                  ,shagler@sccoe.org,KMZ,2021/07/26 07:00:00+00,Pending,LJeske,State Board staff member,237453.80597042,2210.02435684119
1320029,CA2310302,Water Service Area,CA2310302,CSP-VAN DAMME STATE PARK,EPA\GISService,2021/10/23 06:53:57+00,EPA\GISService,2021/10/23 06:53:57+00,13501,A ,1976/01/01 08:00:00+00,S ,MENDOCINO,2003,DISTRICT 03 - MENDOCINO,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,8001 CA-1, ,LITTLE RIVER,CA  ,95456,32,{3BEF40B5-C23A-4278-B866-155B9E959721},707-865-3121                  ,monte.rowan@parks.ca.gov,Shapefile,2021/10/22 07:00:00+00,Verified,T. Shatto,State Board staff member,1219345.37987978,8350.85768609914
1320030,CA3310074,Water Service Area,CA3310074,TEMESCAL VALLEY WATER DISTRICT,EPA\GISService,2021/09/23 06:31:20+00,EPA\GISService,2021/09/23 06:31:20+00,12521,A ,1976/01/01 08:00:00+00,L ,RIVERSIDE,20526,DISTRICT 20 - RIVERSIDE,COMMUNITY,COMMUNITY,22646 TEMESCAL CANYON RD., ,TEMESCAL VALLEY,CA  ,92883,6388,{F0F56762-E064-489C-BDD3-78B3DD85C874},951-277-1414                  ,JeffP@temescalvwd.com,Shapefile,2020/04/29 07:00:00+00,Verified,S. Popelar,Water System representative,43678274.6619769,45111.6114652726
1320031,CA1500378,Water Service Area,CA1500378,MAHER MUTUAL WATER COMPANY,EPA\GISService,2021/10/22 06:31:12+00,EPA\GISService,2021/10/22 06:31:12+00,13457,A ,1979/03/22 07:00:00+00,P ,KERN,150,DISTRICT 12 - VISALIA,COMMUNITY,COMMUNITY,12500 JASMINE AVENUE, ,BAKERSFIELD,CA  ,93312,50,{D88D7ACA-3CE1-48E5-90EE-101314D6D074},661-573-8299                  ,mahermwc@gmail.com,Shapefile,2021/10/21 07:00:00+00,Verified,J. Bird,State Board staff member,692592.36459828,3364.91157664892
1320032,CA4901425,Water Service Area,CA4901425,E STRING CELLARS,EPA\GISService,2021/10/22 23:06:38+00,EPA\GISService,2021/10/22 23:06:38+00,13490,A ,2018/10/31 07:00:00+00,P ,SONOMA,54,DISTRICT 25 - MARIN,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,7171 West Dry Creek Road, ,HEALDSBURG,CA  ,95448,2,{8E7F9141-2373-433B-A085-B54FB2C1253C},630-220-0566                  ,mlroymd@gmail.com,KMZ,2021/10/22 07:00:00+00,Verified,T. Shatto,State Board staff member,192601.33308333,1828.70442753049
1320033,CA3610300,Water Service Area,CA3610300,PROVIDENCE MTNS SRA,EPA\GISService,2021/10/23 00:38:08+00,EPA\GISService,2021/10/23 00:38:08+00,13491,A ,1976/01/01 08:00:00+00,S ,SAN BERNARDINO,1979,DISTRICT 27 - MOJAVE,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,38200 Essex Rd., ,ESSEX,CA  ,92332,8,{C25DF5E7-4470-44B2-A43E-30ED0EDD828F},760-389-2494                  ,Ryan.gill@parks.ca.gov,Shapefile,2021/10/22 07:00:00+00,Verified,J. Bird,State Board staff member,36169299.7608988,25532.0128795785
1320034,CA1700633,Water Service Area,CA1700633,USFS OAK FLAT WATER SYSTEM,EPA\GISService,2021/10/23 02:52:01+00,EPA\GISService,2021/10/23 02:52:01+00,13492,A ,2019/03/13 07:00:00+00,F ,LAKE,25,DISTRICT 03 - MENDOCINO,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,10025 ELK MOUNTAIN ROAD, ,UPPER LAKE,CA  ,95485,37,{26BACF1E-3634-485F-9B74-B268AEE1E4EB},916-201-2682                  ,aeco@pge.com,KMZ,2021/10/22 07:00:00+00,Verified,T. Shatto,State Board staff member,87243.624952015,1252.06688904029
1320035,CA1700710,Water Service Area,CA1700710,HIDDEN VALLEY FOOD MART,EPA\GISService,2021/10/23 03:10:26+00,EPA\GISService,2021/10/23 03:10:26+00,13493,A ,2018/09/20 07:00:00+00,P ,LAKE,25,DISTRICT 03 - MENDOCINO,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,18696 PUTAH LANE, ,MIDDLETOWN,CA  ,95461,1,{5F7A531F-8227-4210-9665-3E6CA11C4367},707-696-8080                  ,pabighi@gmail.com,KMZ,2021/10/22 07:00:00+00,Verified,T. Shatto,State Board staff member,47680.238767535,886.629291454317
1320036,CA2300512,Water Service Area,CA2300512,ALBION FIELD STATION,EPA\GISService,2021/10/23 03:18:08+00,EPA\GISService,2021/10/23 03:18:08+00,13494,A ,1981/11/30 08:00:00+00,P ,MENDOCINO,154,DISTRICT 03 - MENDOCINO,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,34100 Albion Street, ,ALBION,CA  ,95410,29,{426AB19E-5CA0-4A3D-A0AC-A348A640DF33},707-965-7150                  ,DWITHERS@PUC.EDU,KMZ,2021/10/22 07:00:00+00,Verified,T. Shatto,State Board staff member,52218.31923557,1195.05674414706
1320037,CA2300516,Water Service Area,CA2300516,NORCAL GASOLINE,EPA\GISService,2021/10/23 03:23:43+00,EPA\GISService,2021/10/23 03:23:43+00,13495,A ,2020/07/20 07:00:00+00,P ,MENDOCINO,100,DISTRICT 03 - MENDOCINO,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,18770 California Highway 1, ,FORT BRAGG,CA  ,95437,1,{780D660C-AF63-4180-B196-28517694F24F},707-813-7274                  ,suhail1220@yahoo.com,KMZ,2021/10/22 07:00:00+00,Verified,T. Shatto,State Board staff member,7103.444788185,352.84188520416
1320038,CA2300584,Water Service Area,CA2300584,MENDOCINO SCHOOL DISTRICT- MENDOCINO,EPA\GISService,2021/10/23 03:34:36+00,EPA\GISService,2021/10/23 03:34:36+00,13496,A ,1988/03/28 07:00:00+00,L ,MENDOCINO,579,DISTRICT 03 - MENDOCINO,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,44141 LITTLE LAKE ROAD, ,MENDOCINO,CA  ,95460,15,{764A96B8-758C-4383-85FE-78DBB05BB648},707-937-5868                  ,jmorse@mcn.org,Shapefile,2021/10/22 07:00:00+00,Verified,T. Shatto,State Board staff member,209254.63316152,3022.13377264061
1320039,CA2300839,Water Service Area,CA2300839,CAMP MENDOCINO,EPA\GISService,2021/10/23 05:24:36+00,EPA\GISService,2021/10/23 05:24:36+00,13497,A ,1993/11/23 08:00:00+00,P ,MENDOCINO,321,DISTRICT 03 - MENDOCINO,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,26301 COUNTY ROAD 1060, ,FORT BRAGG,CA  ,95437,30,{D04436F6-33D7-4D88-9FB1-953C898A0E72},415-445-5476                  ,srichardson@kidsclub.org,Shapefile,2021/10/22 07:00:00+00,Verified,T. Shatto,State Board staff member,806463.23479149,7060.06363685961
